251 	 Q0 	    FT941-13190 	    1 	 0.140600 	 gmu96ma2 
273 	 Q0 	  AP880513-0261 	  690 	 0.025700 	 gmu96ma2 
273 	 Q0 	      CR93E-428 	  691 	 0.025700 	 gmu96ma2 
273 	 Q0 	  AP881221-0152 	  692 	 0.025700 	 gmu96ma2 
273 	 Q0 	     FT941-8846 	  693 	 0.025600 	 gmu96ma2 
273 	 Q0 	     FT944-6783 	  694 	 0.025600 	 gmu96ma2 
273 	 Q0 	     FT944-5602 	  695 	 0.025500 	 gmu96ma2 
273 	 Q0 	  AP881109-0160 	  696 	 0.025500 	 gmu96ma2 
273 	 Q0 	     CR93E-1113 	  697 	 0.025500 	 gmu96ma2 
273 	 Q0 	      FT944-500 	  698 	 0.025300 	 gmu96ma2 
273 	 Q0 	    FT941-14281 	  699 	 0.025200 	 gmu96ma2 
273 	 Q0 	  AP880821-0059 	  700 	 0.025200 	 gmu96ma2 
273 	 Q0 	  AP881225-0059 	  701 	 0.025200 	 gmu96ma2 
273 	 Q0 	  ZF207-927-380 	  702 	 0.025200 	 gmu96ma2 
273 	 Q0 	  ZF207-634-674 	  703 	 0.025200 	 gmu96ma2 
273 	 Q0 	  AP881217-0128 	  704 	 0.025200 	 gmu96ma2 
273 	 Q0 	  AP880808-0063 	  705 	 0.025100 	 gmu96ma2 
273 	 Q0 	  AP881222-0120 	  706 	 0.025100 	 gmu96ma2 
273 	 Q0 	  ZF207-759-008 	  707 	 0.025000 	 gmu96ma2 
273 	 Q0 	  AP880922-0211 	  708 	 0.025000 	 gmu96ma2 
273 	 Q0 	  AP881001-0176 	  709 	 0.024900 	 gmu96ma2 
273 	 Q0 	  AP881213-0055 	  710 	 0.024900 	 gmu96ma2 
273 	 Q0 	    FT941-14044 	  711 	 0.024900 	 gmu96ma2 
273 	 Q0 	 WSJ911101-0036 	  712 	 0.024900 	 gmu96ma2 
273 	 Q0 	  ZF207-131-496 	  713 	 0.024800 	 gmu96ma2 
273 	 Q0 	  ZF207-783-300 	  714 	 0.024800 	 gmu96ma2 
273 	 Q0 	  AP880430-0140 	  715 	 0.024800 	 gmu96ma2 
273 	 Q0 	  AP881223-0093 	  716 	 0.024800 	 gmu96ma2 
273 	 Q0 	  AP881217-0034 	  717 	 0.024700 	 gmu96ma2 
273 	 Q0 	    FT923-13488 	  718 	 0.024700 	 gmu96ma2 
273 	 Q0 	  ZF207-424-444 	  719 	 0.024600 	 gmu96ma2 
273 	 Q0 	  ZF207-877-744 	  720 	 0.024600 	 gmu96ma2 
273 	 Q0 	  AP881230-0134 	  721 	 0.024600 	 gmu96ma2 
273 	 Q0 	  AP880510-0098 	  722 	 0.024600 	 gmu96ma2 
273 	 Q0 	     FT922-4505 	  723 	 0.024600 	 gmu96ma2 
273 	 Q0 	  AP881213-0037 	  724 	 0.024600 	 gmu96ma2 
273 	 Q0 	  AP881210-0145 	  725 	 0.024500 	 gmu96ma2 
273 	 Q0 	     FT932-7075 	  726 	 0.024500 	 gmu96ma2 
273 	 Q0 	     CR93E-2511 	  727 	 0.024400 	 gmu96ma2 
273 	 Q0 	  AP881114-0090 	  728 	 0.024400 	 gmu96ma2 
273 	 Q0 	  AP881208-0156 	  729 	 0.024400 	 gmu96ma2 
273 	 Q0 	    FT921-10884 	  730 	 0.024400 	 gmu96ma2 
273 	 Q0 	    FT941-13770 	  731 	 0.024400 	 gmu96ma2 
273 	 Q0 	  ZF207-177-708 	  732 	 0.024400 	 gmu96ma2 
273 	 Q0 	  AP881217-0127 	  733 	 0.024400 	 gmu96ma2 
273 	 Q0 	 WSJ900810-0115 	  734 	 0.024400 	 gmu96ma2 
273 	 Q0 	     FT923-3809 	  735 	 0.024300 	 gmu96ma2 
273 	 Q0 	  AP881218-0013 	  736 	 0.024200 	 gmu96ma2 
273 	 Q0 	  AP881209-0067 	  737 	 0.024200 	 gmu96ma2 
273 	 Q0 	  ZF207-859-724 	  738 	 0.024100 	 gmu96ma2 
273 	 Q0 	     FT931-9140 	  739 	 0.024100 	 gmu96ma2 
273 	 Q0 	     CR93E-3050 	  740 	 0.024100 	 gmu96ma2 
273 	 Q0 	    FT944-10794 	  741 	 0.024100 	 gmu96ma2 
273 	 Q0 	     FT921-3681 	  742 	 0.024000 	 gmu96ma2 
273 	 Q0 	  AP881208-0123 	  743 	 0.024000 	 gmu96ma2 
273 	 Q0 	    FT943-13171 	  744 	 0.024000 	 gmu96ma2 
273 	 Q0 	  AP881013-0122 	  745 	 0.024000 	 gmu96ma2 
273 	 Q0 	     CR93E-7586 	  746 	 0.024000 	 gmu96ma2 
273 	 Q0 	  AP881223-0005 	  747 	 0.023900 	 gmu96ma2 
273 	 Q0 	  AP881120-0009 	  748 	 0.023900 	 gmu96ma2 
273 	 Q0 	  AP881221-0134 	  749 	 0.023800 	 gmu96ma2 
273 	 Q0 	     CR93E-6846 	  750 	 0.023800 	 gmu96ma2 
273 	 Q0 	  AP880512-0123 	  751 	 0.023800 	 gmu96ma2 
273 	 Q0 	  AP881227-0063 	  752 	 0.023700 	 gmu96ma2 
273 	 Q0 	  AP881222-0122 	  753 	 0.023600 	 gmu96ma2 
273 	 Q0 	  ZF207-130-590 	  754 	 0.023600 	 gmu96ma2 
273 	 Q0 	     FT941-4200 	  755 	 0.023500 	 gmu96ma2 
273 	 Q0 	  AP881216-0171 	  756 	 0.023500 	 gmu96ma2 
273 	 Q0 	  AP880602-0201 	  757 	 0.023500 	 gmu96ma2 
273 	 Q0 	  AP881220-0196 	  758 	 0.023400 	 gmu96ma2 
273 	 Q0 	  AP881227-0174 	  759 	 0.023200 	 gmu96ma2 
273 	 Q0 	  AP881208-0096 	  760 	 0.023200 	 gmu96ma2 
273 	 Q0 	  AP880729-0024 	  761 	 0.023100 	 gmu96ma2 
273 	 Q0 	  AP881217-0050 	  762 	 0.023100 	 gmu96ma2 
273 	 Q0 	  ZF207-873-120 	  763 	 0.022900 	 gmu96ma2 
273 	 Q0 	  AP881226-0116 	  764 	 0.022900 	 gmu96ma2 
273 	 Q0 	    FT941-11016 	  765 	 0.022800 	 gmu96ma2 
273 	 Q0 	  AP881208-0237 	  766 	 0.022700 	 gmu96ma2 
273 	 Q0 	  AP881208-0098 	  767 	 0.022700 	 gmu96ma2 
273 	 Q0 	  AP881211-0043 	  768 	 0.022700 	 gmu96ma2 
273 	 Q0 	  AP881211-0010 	  769 	 0.022700 	 gmu96ma2 
273 	 Q0 	  AP881210-0045 	  770 	 0.022600 	 gmu96ma2 
273 	 Q0 	  ZF207-859-754 	  771 	 0.022400 	 gmu96ma2 
273 	 Q0 	  AP881210-0139 	  772 	 0.022400 	 gmu96ma2 
273 	 Q0 	    CR93E-10339 	  773 	 0.022400 	 gmu96ma2 
273 	 Q0 	  AP881212-0138 	  774 	 0.022300 	 gmu96ma2 
273 	 Q0 	     FT934-4848 	  775 	 0.022300 	 gmu96ma2 
273 	 Q0 	  AP880826-0161 	  776 	 0.022200 	 gmu96ma2 
273 	 Q0 	    FT941-13432 	  777 	 0.022200 	 gmu96ma2 
273 	 Q0 	  AP881208-0012 	  778 	 0.022100 	 gmu96ma2 
273 	 Q0 	     CR93E-2510 	  779 	 0.022000 	 gmu96ma2 
273 	 Q0 	    CR93H-12303 	  780 	 0.022000 	 gmu96ma2 
273 	 Q0 	  ZF207-846-728 	  781 	 0.021900 	 gmu96ma2 
273 	 Q0 	     CR93H-1148 	  782 	 0.021900 	 gmu96ma2 
273 	 Q0 	    FT924-13779 	  783 	 0.021800 	 gmu96ma2 
273 	 Q0 	 WSJ911010-0043 	  784 	 0.021800 	 gmu96ma2 
273 	 Q0 	  AP881229-0008 	  785 	 0.021800 	 gmu96ma2 
273 	 Q0 	      FT941-519 	  786 	 0.021700 	 gmu96ma2 
273 	 Q0 	  ZF207-992-940 	  787 	 0.021700 	 gmu96ma2 
273 	 Q0 	  AP881223-0115 	  788 	 0.021700 	 gmu96ma2 
273 	 Q0 	     FT924-7297 	  789 	 0.021700 	 gmu96ma2 
273 	 Q0 	     CR93H-8282 	  790 	 0.021500 	 gmu96ma2 
273 	 Q0 	  AP881213-0065 	  791 	 0.021500 	 gmu96ma2 
273 	 Q0 	     CR93H-1129 	  792 	 0.021500 	 gmu96ma2 
273 	 Q0 	  ZF207-763-087 	  793 	 0.021400 	 gmu96ma2 
273 	 Q0 	  AP881125-0108 	  794 	 0.021400 	 gmu96ma2 
273 	 Q0 	    FT942-16622 	  795 	 0.021300 	 gmu96ma2 
273 	 Q0 	    FT924-13781 	  796 	 0.021200 	 gmu96ma2 
273 	 Q0 	    FT923-13974 	  797 	 0.021200 	 gmu96ma2 
273 	 Q0 	     CR93H-1845 	  798 	 0.021100 	 gmu96ma2 
273 	 Q0 	  AP881225-0013 	  799 	 0.021100 	 gmu96ma2 
273 	 Q0 	  AP881212-0183 	  800 	 0.021100 	 gmu96ma2 
273 	 Q0 	     CR93E-6031 	  801 	 0.020900 	 gmu96ma2 
273 	 Q0 	  AP881210-0049 	  802 	 0.020900 	 gmu96ma2 
273 	 Q0 	   FR88223-0099 	  803 	 0.020900 	 gmu96ma2 
273 	 Q0 	  AP881220-0053 	  804 	 0.020900 	 gmu96ma2 
273 	 Q0 	  AP881212-0151 	  805 	 0.020900 	 gmu96ma2 
273 	 Q0 	  ZF207-818-986 	  806 	 0.020900 	 gmu96ma2 
273 	 Q0 	  ZF207-803-650 	  807 	 0.020900 	 gmu96ma2 
273 	 Q0 	     CR93E-1820 	  808 	 0.020700 	 gmu96ma2 
273 	 Q0 	  ZF207-335-824 	  809 	 0.020600 	 gmu96ma2 
273 	 Q0 	  AP880314-0136 	  810 	 0.020600 	 gmu96ma2 
273 	 Q0 	  AP881208-0241 	  811 	 0.020500 	 gmu96ma2 
273 	 Q0 	  AP881210-0090 	  812 	 0.020500 	 gmu96ma2 
273 	 Q0 	 WSJ910502-0039 	  813 	 0.020500 	 gmu96ma2 
273 	 Q0 	  AP881218-0082 	  814 	 0.020400 	 gmu96ma2 
273 	 Q0 	     CR93E-2430 	  815 	 0.020400 	 gmu96ma2 
273 	 Q0 	     FT944-2895 	  816 	 0.020400 	 gmu96ma2 
273 	 Q0 	  AP880316-0047 	  817 	 0.020300 	 gmu96ma2 
273 	 Q0 	    FT924-12685 	  818 	 0.020300 	 gmu96ma2 
273 	 Q0 	  AP881209-0056 	  819 	 0.020300 	 gmu96ma2 
273 	 Q0 	     CR93H-7974 	  820 	 0.020300 	 gmu96ma2 
273 	 Q0 	    FT942-15826 	  821 	 0.020200 	 gmu96ma2 
273 	 Q0 	  AP881124-0067 	  822 	 0.020100 	 gmu96ma2 
273 	 Q0 	  AP881024-0005 	  823 	 0.020100 	 gmu96ma2 
273 	 Q0 	  AP881208-0176 	  824 	 0.020000 	 gmu96ma2 
273 	 Q0 	  ZF207-846-642 	  825 	 0.020000 	 gmu96ma2 
273 	 Q0 	     CR93H-6197 	  826 	 0.020000 	 gmu96ma2 
273 	 Q0 	    FT941-17736 	  827 	 0.019900 	 gmu96ma2 
273 	 Q0 	  AP881217-0119 	  828 	 0.019900 	 gmu96ma2 
273 	 Q0 	     CR93E-7194 	  829 	 0.019900 	 gmu96ma2 
273 	 Q0 	  AP881020-0251 	  830 	 0.019800 	 gmu96ma2 
273 	 Q0 	    FT924-11142 	  831 	 0.019800 	 gmu96ma2 
273 	 Q0 	  ZF207-744-486 	  832 	 0.019700 	 gmu96ma2 
273 	 Q0 	  ZF207-202-638 	  833 	 0.019700 	 gmu96ma2 
273 	 Q0 	     FT941-9352 	  834 	 0.019700 	 gmu96ma2 
273 	 Q0 	  ZF207-840-184 	  835 	 0.019600 	 gmu96ma2 
273 	 Q0 	     FT941-5611 	  836 	 0.019500 	 gmu96ma2 
273 	 Q0 	     FT941-6170 	  837 	 0.019400 	 gmu96ma2 
273 	 Q0 	  AP881212-0093 	  838 	 0.019400 	 gmu96ma2 
273 	 Q0 	  ZF207-908-568 	  839 	 0.019300 	 gmu96ma2 
273 	 Q0 	     FT931-3366 	  840 	 0.019300 	 gmu96ma2 
273 	 Q0 	  ZF207-107-362 	  841 	 0.019300 	 gmu96ma2 
273 	 Q0 	  AP881217-0117 	  842 	 0.019300 	 gmu96ma2 
273 	 Q0 	  AP881212-0170 	  843 	 0.019200 	 gmu96ma2 
273 	 Q0 	 WSJ920210-0068 	  844 	 0.019100 	 gmu96ma2 
273 	 Q0 	  AP881110-0125 	  845 	 0.019100 	 gmu96ma2 
273 	 Q0 	     CR93E-3236 	  846 	 0.019100 	 gmu96ma2 
273 	 Q0 	  ZF207-875-942 	  847 	 0.019000 	 gmu96ma2 
273 	 Q0 	  ZF207-529-648 	  848 	 0.019000 	 gmu96ma2 
273 	 Q0 	     FT942-1632 	  849 	 0.019000 	 gmu96ma2 
273 	 Q0 	    FT922-13083 	  850 	 0.019000 	 gmu96ma2 
273 	 Q0 	  AP881208-0145 	  851 	 0.019000 	 gmu96ma2 
273 	 Q0 	  AP881216-0038 	  852 	 0.018900 	 gmu96ma2 
273 	 Q0 	  ZF207-783-672 	  853 	 0.018900 	 gmu96ma2 
273 	 Q0 	  ZF207-760-650 	  854 	 0.018900 	 gmu96ma2 
273 	 Q0 	    FT941-13992 	  855 	 0.018800 	 gmu96ma2 
273 	 Q0 	  AP881226-0043 	  856 	 0.018800 	 gmu96ma2 
273 	 Q0 	      FT944-720 	  857 	 0.018700 	 gmu96ma2 
273 	 Q0 	  ZF207-858-618 	  858 	 0.018600 	 gmu96ma2 
273 	 Q0 	  AP881126-0033 	  859 	 0.018600 	 gmu96ma2 
273 	 Q0 	  ZF207-440-058 	  860 	 0.018500 	 gmu96ma2 
273 	 Q0 	  AP881208-0040 	  861 	 0.018500 	 gmu96ma2 
273 	 Q0 	  AP881210-0040 	  862 	 0.018500 	 gmu96ma2 
273 	 Q0 	  AP881228-0076 	  863 	 0.018400 	 gmu96ma2 
273 	 Q0 	 WSJ900727-0151 	  864 	 0.018400 	 gmu96ma2 
273 	 Q0 	     CR93H-1157 	  865 	 0.018400 	 gmu96ma2 
273 	 Q0 	  AP881215-0096 	  866 	 0.018300 	 gmu96ma2 
273 	 Q0 	  ZF207-272-366 	  867 	 0.018300 	 gmu96ma2 
273 	 Q0 	 WSJ920124-0115 	  868 	 0.018300 	 gmu96ma2 
273 	 Q0 	    FT941-14225 	  869 	 0.018100 	 gmu96ma2 
273 	 Q0 	  AP881208-0167 	  870 	 0.018100 	 gmu96ma2 
273 	 Q0 	     FT934-3952 	  871 	 0.018000 	 gmu96ma2 
273 	 Q0 	  ZF207-799-020 	  872 	 0.017900 	 gmu96ma2 
273 	 Q0 	  AP880708-0247 	  873 	 0.017900 	 gmu96ma2 
273 	 Q0 	  ZF207-911-506 	  874 	 0.017800 	 gmu96ma2 
273 	 Q0 	    FT934-16971 	  875 	 0.017700 	 gmu96ma2 
273 	 Q0 	     CR93E-6317 	  876 	 0.017700 	 gmu96ma2 
273 	 Q0 	  AP881214-0198 	  877 	 0.017700 	 gmu96ma2 
273 	 Q0 	  AP880802-0122 	  878 	 0.017700 	 gmu96ma2 
273 	 Q0 	 WSJ910610-0034 	  879 	 0.017700 	 gmu96ma2 
273 	 Q0 	  AP881128-0251 	  880 	 0.017600 	 gmu96ma2 
273 	 Q0 	  AP881209-0052 	  881 	 0.017600 	 gmu96ma2 
273 	 Q0 	     CR93H-3512 	  882 	 0.017600 	 gmu96ma2 
273 	 Q0 	    CR93H-15224 	  883 	 0.017500 	 gmu96ma2 
273 	 Q0 	     FT923-4394 	  884 	 0.017500 	 gmu96ma2 
273 	 Q0 	  AP881224-0044 	  885 	 0.017500 	 gmu96ma2 
273 	 Q0 	    CR93H-15300 	  886 	 0.017400 	 gmu96ma2 
273 	 Q0 	    FT942-10034 	  887 	 0.017400 	 gmu96ma2 
273 	 Q0 	    FT941-12749 	  888 	 0.017400 	 gmu96ma2 
273 	 Q0 	  ZF207-796-284 	  889 	 0.017400 	 gmu96ma2 
273 	 Q0 	 WSJ900823-0047 	  890 	 0.017300 	 gmu96ma2 
273 	 Q0 	  AP881208-0219 	  891 	 0.017300 	 gmu96ma2 
273 	 Q0 	  AP881214-0039 	  892 	 0.017300 	 gmu96ma2 
273 	 Q0 	    FT944-10764 	  893 	 0.017200 	 gmu96ma2 
273 	 Q0 	     FT911-4513 	  894 	 0.017200 	 gmu96ma2 
273 	 Q0 	    FT942-11856 	  895 	 0.017200 	 gmu96ma2 
273 	 Q0 	  AP881126-0138 	  896 	 0.017200 	 gmu96ma2 
273 	 Q0 	  AP881211-0064 	  897 	 0.017100 	 gmu96ma2 
273 	 Q0 	     FT941-5921 	  898 	 0.017100 	 gmu96ma2 
273 	 Q0 	    FT934-17174 	  899 	 0.016900 	 gmu96ma2 
273 	 Q0 	   FR88513-0067 	  900 	 0.016900 	 gmu96ma2 
273 	 Q0 	  AP880215-0074 	  901 	 0.016800 	 gmu96ma2 
273 	 Q0 	     CR93E-9261 	  902 	 0.016800 	 gmu96ma2 
273 	 Q0 	  AP881215-0173 	  903 	 0.016800 	 gmu96ma2 
273 	 Q0 	  ZF208-000-702 	  904 	 0.016800 	 gmu96ma2 
273 	 Q0 	  AP881223-0156 	  905 	 0.016800 	 gmu96ma2 
273 	 Q0 	  AP881208-0166 	  906 	 0.016700 	 gmu96ma2 
273 	 Q0 	  AP881208-0124 	  907 	 0.016600 	 gmu96ma2 
273 	 Q0 	 WSJ920316-0042 	  908 	 0.016600 	 gmu96ma2 
273 	 Q0 	     FT911-3025 	  909 	 0.016500 	 gmu96ma2 
273 	 Q0 	     FT941-1843 	  910 	 0.016500 	 gmu96ma2 
273 	 Q0 	  AP880415-0237 	  911 	 0.016500 	 gmu96ma2 
273 	 Q0 	  AP881013-0177 	  912 	 0.016500 	 gmu96ma2 
273 	 Q0 	  ZF207-180-002 	  913 	 0.016500 	 gmu96ma2 
273 	 Q0 	  ZF207-880-712 	  914 	 0.016500 	 gmu96ma2 
273 	 Q0 	  AP880422-0002 	  915 	 0.016500 	 gmu96ma2 
273 	 Q0 	  AP880909-0130 	  916 	 0.016500 	 gmu96ma2 
273 	 Q0 	 WSJ910910-0008 	  917 	 0.016500 	 gmu96ma2 
273 	 Q0 	  ZF207-833-140 	  918 	 0.016400 	 gmu96ma2 
273 	 Q0 	    FT944-12005 	  919 	 0.016400 	 gmu96ma2 
273 	 Q0 	  AP881216-0184 	  920 	 0.016400 	 gmu96ma2 
273 	 Q0 	  AP881219-0139 	  921 	 0.016100 	 gmu96ma2 
273 	 Q0 	      CR93H-655 	  922 	 0.016100 	 gmu96ma2 
273 	 Q0 	    FT923-10917 	  923 	 0.016000 	 gmu96ma2 
273 	 Q0 	  AP881215-0216 	  924 	 0.016000 	 gmu96ma2 
273 	 Q0 	  AP881216-0051 	  925 	 0.016000 	 gmu96ma2 
273 	 Q0 	  AP880906-0013 	  926 	 0.016000 	 gmu96ma2 
273 	 Q0 	  ZF207-859-590 	  927 	 0.015900 	 gmu96ma2 
273 	 Q0 	  AP880622-0115 	  928 	 0.015800 	 gmu96ma2 
273 	 Q0 	 WSJ910423-0134 	  929 	 0.015800 	 gmu96ma2 
273 	 Q0 	  AP881212-0207 	  930 	 0.015800 	 gmu96ma2 
273 	 Q0 	  AP880428-0143 	  931 	 0.015800 	 gmu96ma2 
273 	 Q0 	     FT943-2742 	  932 	 0.015700 	 gmu96ma2 
273 	 Q0 	  AP881208-0138 	  933 	 0.015700 	 gmu96ma2 
273 	 Q0 	     FT942-2495 	  934 	 0.015700 	 gmu96ma2 
273 	 Q0 	  AP881209-0175 	  935 	 0.015700 	 gmu96ma2 
273 	 Q0 	     FT911-4515 	  936 	 0.015700 	 gmu96ma2 
273 	 Q0 	    FT942-14852 	  937 	 0.015600 	 gmu96ma2 
273 	 Q0 	  AP881224-0082 	  938 	 0.015600 	 gmu96ma2 
273 	 Q0 	  AP880622-0263 	  939 	 0.015600 	 gmu96ma2 
273 	 Q0 	    FT942-14741 	  940 	 0.015500 	 gmu96ma2 
273 	 Q0 	  AP880429-0105 	  941 	 0.015500 	 gmu96ma2 
273 	 Q0 	     FT921-3240 	  942 	 0.015500 	 gmu96ma2 
273 	 Q0 	  AP881216-0227 	  943 	 0.015400 	 gmu96ma2 
273 	 Q0 	  ZF207-290-827 	  944 	 0.015400 	 gmu96ma2 
273 	 Q0 	  AP881214-0227 	  945 	 0.015400 	 gmu96ma2 
273 	 Q0 	 WSJ900718-0009 	  946 	 0.015300 	 gmu96ma2 
273 	 Q0 	    FT932-15337 	  947 	 0.015300 	 gmu96ma2 
273 	 Q0 	    FT924-15866 	  948 	 0.015300 	 gmu96ma2 
273 	 Q0 	    FT924-11782 	  949 	 0.015200 	 gmu96ma2 
273 	 Q0 	     FT944-9697 	  950 	 0.015200 	 gmu96ma2 
273 	 Q0 	     FT923-4398 	  951 	 0.015200 	 gmu96ma2 
273 	 Q0 	     CR93H-7096 	  952 	 0.015200 	 gmu96ma2 
273 	 Q0 	  AP881208-0188 	  953 	 0.015000 	 gmu96ma2 
273 	 Q0 	     FT943-2163 	  954 	 0.015000 	 gmu96ma2 
273 	 Q0 	  AP881210-0128 	  955 	 0.015000 	 gmu96ma2 
273 	 Q0 	     FT941-9081 	  956 	 0.015000 	 gmu96ma2 
273 	 Q0 	  AP881212-0055 	  957 	 0.015000 	 gmu96ma2 
273 	 Q0 	     CR93H-7422 	  958 	 0.015000 	 gmu96ma2 
273 	 Q0 	     FT922-3956 	  959 	 0.015000 	 gmu96ma2 
273 	 Q0 	    FT931-11413 	  960 	 0.014900 	 gmu96ma2 
273 	 Q0 	  ZF207-834-778 	  961 	 0.014900 	 gmu96ma2 
273 	 Q0 	  AP880807-0076 	  962 	 0.014900 	 gmu96ma2 
273 	 Q0 	     FT933-3483 	  963 	 0.014800 	 gmu96ma2 
273 	 Q0 	  AP881223-0194 	  964 	 0.014800 	 gmu96ma2 
273 	 Q0 	     CR93E-6818 	  965 	 0.014800 	 gmu96ma2 
273 	 Q0 	  AP881209-0181 	  966 	 0.014700 	 gmu96ma2 
273 	 Q0 	  AP881231-0139 	  967 	 0.014700 	 gmu96ma2 
273 	 Q0 	  AP881229-0171 	  968 	 0.014600 	 gmu96ma2 
273 	 Q0 	  AP881209-0089 	  969 	 0.014600 	 gmu96ma2 
273 	 Q0 	  ZF208-251-906 	  970 	 0.014600 	 gmu96ma2 
273 	 Q0 	  AP881208-0243 	  971 	 0.014600 	 gmu96ma2 
273 	 Q0 	     FT941-4385 	  972 	 0.014600 	 gmu96ma2 
273 	 Q0 	  AP880810-0107 	  973 	 0.014500 	 gmu96ma2 
273 	 Q0 	    FT923-11890 	  974 	 0.014500 	 gmu96ma2 
273 	 Q0 	    FT934-11376 	  975 	 0.014500 	 gmu96ma2 
273 	 Q0 	 WSJ911107-0062 	  976 	 0.014500 	 gmu96ma2 
273 	 Q0 	  AP881229-0079 	  977 	 0.014500 	 gmu96ma2 
273 	 Q0 	 WSJ910118-0040 	  978 	 0.014500 	 gmu96ma2 
273 	 Q0 	  AP881221-0022 	  979 	 0.014500 	 gmu96ma2 
273 	 Q0 	  AP880627-0279 	  980 	 0.014400 	 gmu96ma2 
273 	 Q0 	  AP881008-0122 	  981 	 0.014400 	 gmu96ma2 
273 	 Q0 	  ZF207-450-156 	  982 	 0.014400 	 gmu96ma2 
273 	 Q0 	     FT944-9355 	  983 	 0.014400 	 gmu96ma2 
273 	 Q0 	    FT924-13555 	  984 	 0.014300 	 gmu96ma2 
273 	 Q0 	     FT943-4473 	  985 	 0.014300 	 gmu96ma2 
273 	 Q0 	 WSJ910318-0063 	  986 	 0.014300 	 gmu96ma2 
273 	 Q0 	 WSJ900531-0010 	  987 	 0.014300 	 gmu96ma2 
273 	 Q0 	 WSJ910628-0169 	  988 	 0.014200 	 gmu96ma2 
273 	 Q0 	     CR93E-8565 	  989 	 0.014200 	 gmu96ma2 
273 	 Q0 	  ZF207-863-864 	  990 	 0.014200 	 gmu96ma2 
273 	 Q0 	  AP880613-0256 	  991 	 0.014200 	 gmu96ma2 
273 	 Q0 	  AP881210-0034 	  992 	 0.014100 	 gmu96ma2 
273 	 Q0 	    FT941-12087 	  993 	 0.014100 	 gmu96ma2 
273 	 Q0 	     CR93H-7341 	  994 	 0.014100 	 gmu96ma2 
273 	 Q0 	     FT943-5204 	  995 	 0.014100 	 gmu96ma2 
273 	 Q0 	  AP881227-0177 	  996 	 0.014000 	 gmu96ma2 
273 	 Q0 	  AP881229-0007 	  997 	 0.014000 	 gmu96ma2 
273 	 Q0 	     CR93E-4092 	  998 	 0.014000 	 gmu96ma2 
273 	 Q0 	  AP881212-0039 	  999 	 0.013900 	 gmu96ma2 
273 	 Q0 	 WSJ910326-0104 	 1000 	 0.013900 	 gmu96ma2 
274 	 Q0 	 WSJ910625-0038 	    1 	 0.521300 	 gmu96ma2 
274 	 Q0 	 WSJ920117-0049 	    2 	 0.210000 	 gmu96ma2 
274 	 Q0 	 WSJ910827-0095 	    3 	 0.205900 	 gmu96ma2 
274 	 Q0 	 WSJ911028-0151 	    4 	 0.197900 	 gmu96ma2 
274 	 Q0 	 WSJ910826-0053 	    5 	 0.193100 	 gmu96ma2 
274 	 Q0 	    FT931-14618 	    6 	 0.178300 	 gmu96ma2 
274 	 Q0 	    FT931-14778 	    7 	 0.178300 	 gmu96ma2 
274 	 Q0 	 WSJ910201-0110 	    8 	 0.177800 	 gmu96ma2 
274 	 Q0 	 WSJ910909-0050 	    9 	 0.176500 	 gmu96ma2 
274 	 Q0 	    FT931-12869 	   10 	 0.149500 	 gmu96ma2 
274 	 Q0 	 WSJ910107-0099 	   11 	 0.147800 	 gmu96ma2 
274 	 Q0 	 WSJ911203-0093 	   12 	 0.143600 	 gmu96ma2 
274 	 Q0 	 WSJ920115-0033 	   13 	 0.139700 	 gmu96ma2 
274 	 Q0 	     FT924-2212 	   14 	 0.133700 	 gmu96ma2 
274 	 Q0 	    CR93E-10439 	   15 	 0.126200 	 gmu96ma2 
274 	 Q0 	    FT923-10730 	   16 	 0.125400 	 gmu96ma2 
274 	 Q0 	    FT921-13170 	   17 	 0.121300 	 gmu96ma2 
274 	 Q0 	    FT941-17640 	   18 	 0.119100 	 gmu96ma2 
274 	 Q0 	 WSJ900419-0084 	   19 	 0.116500 	 gmu96ma2 
274 	 Q0 	     FT944-3280 	   20 	 0.110100 	 gmu96ma2 
274 	 Q0 	     FT941-7609 	   21 	 0.108700 	 gmu96ma2 
274 	 Q0 	     FT943-8478 	   22 	 0.108000 	 gmu96ma2 
274 	 Q0 	 WSJ911206-0135 	   23 	 0.103800 	 gmu96ma2 
274 	 Q0 	    FT931-13738 	   24 	 0.103200 	 gmu96ma2 
274 	 Q0 	 WSJ910919-0047 	   25 	 0.102400 	 gmu96ma2 
274 	 Q0 	    FT944-18127 	   26 	 0.101100 	 gmu96ma2 
274 	 Q0 	    FT944-18230 	   27 	 0.094200 	 gmu96ma2 
274 	 Q0 	     FT944-4751 	   28 	 0.087100 	 gmu96ma2 
274 	 Q0 	 WSJ920304-0105 	   29 	 0.086500 	 gmu96ma2 
274 	 Q0 	     FT921-5193 	   30 	 0.082800 	 gmu96ma2 
274 	 Q0 	    FT921-15508 	   31 	 0.080800 	 gmu96ma2 
274 	 Q0 	    FT923-11292 	   32 	 0.079300 	 gmu96ma2 
274 	 Q0 	    FT941-16609 	   33 	 0.077700 	 gmu96ma2 
274 	 Q0 	 WSJ910910-0098 	   34 	 0.077600 	 gmu96ma2 
274 	 Q0 	     FT924-5561 	   35 	 0.073400 	 gmu96ma2 
274 	 Q0 	     FT921-1556 	   36 	 0.067500 	 gmu96ma2 
274 	 Q0 	     FT924-2358 	   37 	 0.066100 	 gmu96ma2 
